GBIFusageKey,country,region,jurisdiction,jurisdiction_group,prefName,classification,taxonLevel,family,englishName,synonyms,Note,genus_I,is_aquatic,aquatic_type_I,legal_status_co,restriction_type,governing_law
5826371,Colombia,,NATIONAL,,Oncidium harryanum,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum harryanum, Odontoglossum harryanum flavescens, Odontoglossum harryanum pavonium, Oncidium harryanum flavescens",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826340,Colombia,,NATIONAL,,Oncidium mirandum,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum mirandum, Odontoglossum mirandum breve",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5315260,Colombia,,NATIONAL,,Oncidium naevium,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum naevium, Odontoglossum naevium majus",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826335,Colombia,,NATIONAL,,Oncidium nevadense,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum nevadense,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826320,Colombia,,NATIONAL,,Oncidium nobile,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum nobile, Odontoglossum nobile leucoxanthum, Odontoglossum pescatorei, Odontoglossum pescatorei germinyanum, Odontoglossum pescatorei leucoxanthum, Odontoglossum pescatorei lindenianum, Odontoglossum pescatorei stupendum, Odontoglossum pescatorei veitchianum, Odontoglossum pescatorei veitchii, Oncidium nobile leucoxanthum, Oncidium nobile veitchianum, Oncidium pescatorei",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826337,Colombia,,NATIONAL,,Oncidium portmannii,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum portmannii,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826362,Colombia,,NATIONAL,,Oncidium povedanum,Liliopsida,species,Orchidaceae,Oncidium sp.,"Collare-stuartense povedanum, Odontoglossum povedanum",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
6315232,Colombia,,NATIONAL,,Oncidium praenitens,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum praenitens,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826387,Colombia,,NATIONAL,,Oncidium reversoides,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum reversum,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826397,Colombia,,NATIONAL,,Oncidium rhynchanthum,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum rhynchanthum,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
6315159,Colombia,,NATIONAL,,Oncidium subuligerum,Liliopsida,species,Orchidaceae,Oncidium sp.,Odontoglossum subuligerum,Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826322,Colombia,,NATIONAL,,Oncidium tripudians,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum tripudians, Odontoglossum tripudians oculatum, Odontoglossum tripudians xanthoglossum",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5826395,Colombia,,NATIONAL,,Oncidium wallisii,Liliopsida,species,Orchidaceae,Oncidium sp.,"Odontoglossum purum, Odontoglossum wallisii",Orchidaceae; Res. 1912/2017 threatened flora,Oncidium,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2832588,Colombia,,NATIONAL,,Otoglossum arminii,Liliopsida,species,Orchidaceae,Otoglossum sp.,Odontoglossum arminii,Orchidaceae; Res. 1912/2017 threatened flora,Otoglossum,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817257,Colombia,,NATIONAL,,Restrepia aristulifera,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817332,Colombia,,NATIONAL,,Restrepia aspasicensis,Liliopsida,species,Orchidaceae,Restrepia sp.,Restrepia dentata,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
2817270,Colombia,,NATIONAL,,Restrepia chameleon,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817263,Colombia,,NATIONAL,,Restrepia chocoensis,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817255,Colombia,,NATIONAL,,Restrepia chrysoglossa,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817279,Colombia,,NATIONAL,,Restrepia cuprea,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817256,Colombia,,NATIONAL,,Restrepia echinata,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817330,Colombia,,NATIONAL,,Restrepia echo,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817346,Colombia,,NATIONAL,,Restrepia escobariana,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817296,Colombia,,NATIONAL,,Restrepia falkenbergii,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817327,Colombia,,NATIONAL,,Restrepia limbata,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817293,Colombia,,NATIONAL,,Restrepia metae,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817280,Colombia,,NATIONAL,,Restrepia nittiorhyncha,Liliopsida,species,Orchidaceae,Restrepia sp.,"Humboltia nittiorhyncha, Pleurothallis nittiorhyncha, Restrepia schlimii",Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817328,Colombia,,NATIONAL,,Restrepia pandurata,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
2817297,Colombia,,NATIONAL,,Restrepia purpurea,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817258,Colombia,,NATIONAL,,Restrepia sanguinea,Liliopsida,species,Orchidaceae,Restrepia sp.,"Pleurothallis antioquiensis, Restrepia antioquiensis",Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817294,Colombia,,NATIONAL,,Restrepia seketii,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817285,Colombia,,NATIONAL,,Restrepia tabeae,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
2817287,Colombia,,NATIONAL,,Restrepia tsubotae,Liliopsida,species,Orchidaceae,Restrepia sp.,NA,Orchidaceae; Res. 1912/2017 threatened flora,Restrepia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
3586994,Colombia,,NATIONAL,,Passiflora bracteosa,Magnoliopsida,species,Passifloraceae,Curuba de Santander,Tacsonia infundibularis,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3586876,Colombia,,NATIONAL,,Passiflora bucaramangensis,Magnoliopsida,species,Passifloraceae,Pasiflora de Bucaramanga,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3586597,Colombia,,NATIONAL,,Passiflora callistemma,Magnoliopsida,species,Passifloraceae,Pasiflora de Morales,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587500,Colombia,,NATIONAL,,Passiflora colombiana,Magnoliopsida,species,Passifloraceae,Curuba pastusa,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587272,Colombia,,NATIONAL,,Passiflora cremastantha,Magnoliopsida,species,Passifloraceae,Curuba de Coconuco,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3587257,Colombia,,NATIONAL,,Passiflora crispolanata,Magnoliopsida,species,Passifloraceae,Curuba crespa,Passiflora boyacana,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587843,Colombia,,NATIONAL,,Passiflora dawei,Magnoliopsida,species,Passifloraceae,Pasiflora de Cundinamarca,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3588005,Colombia,,NATIONAL,,Passiflora engleriana,Magnoliopsida,species,Passifloraceae,Pasiflora de Engler,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587908,Colombia,,NATIONAL,,Passiflora erythrophylla,Magnoliopsida,species,Passifloraceae,Pasiflora de hojitas rojas,"Passiflora erubescens, Passiflora micrantha",Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3588084,Colombia,,NATIONAL,,Passiflora haughtii,Magnoliopsida,species,Passifloraceae,Pasiflora del Carare,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587181,Colombia,,NATIONAL,,Passiflora jardinensis,Magnoliopsida,species,Passifloraceae,Curuba de Jard<U+00ED>n,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3586581,Colombia,,NATIONAL,,Passiflora lindeniana,Magnoliopsida,species,Passifloraceae,Pasiflora de Linden,Passiflora ocanensis,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3586550,Colombia,,NATIONAL,,Passiflora linearistipula,Magnoliopsida,species,Passifloraceae,Curuba del Ruiz,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587778,Colombia,,NATIONAL,,Passiflora magdalenae,Magnoliopsida,species,Passifloraceae,Curuba del Magdalena,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587758,Colombia,,NATIONAL,,Passiflora magnifica,Magnoliopsida,species,Passifloraceae,Granadilla magn<U+00ED>fica,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587578,Colombia,,NATIONAL,,Passiflora pamplonensis,Magnoliopsida,species,Passifloraceae,Curuba de Pamplona,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017
3587199,Colombia,,NATIONAL,,Passiflora pennellii,Magnoliopsida,species,Passifloraceae,Pasiflora de Quetame,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3586832,Colombia,,NATIONAL,,Passiflora semiciliosa,Magnoliopsida,species,Passifloraceae,Palcha,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3586619,Colombia,,NATIONAL,,Passiflora sierrae,Magnoliopsida,species,Passifloraceae,Pasiflora de la Sierra,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587705,Colombia,,NATIONAL,,Passiflora tenerifensis,Magnoliopsida,species,Passifloraceae,Curuba de Tenerife,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3587289,Colombia,,NATIONAL,,Passiflora trianae,Magnoliopsida,species,Passifloraceae,Curuba de Triana,"Passiflora rigidifolia, Passiflora trisecta",Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3586956,Colombia,,NATIONAL,,Passiflora trisulca,Magnoliopsida,species,Passifloraceae,Gulupa paisa,NA,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
3586663,Colombia,,NATIONAL,,Passiflora uribei,Magnoliopsida,species,Passifloraceae,Curuba de Uribe,Passiflora albicans,Passifloraceae; Res. 1912/2017 threatened flora,Passiflora,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5285893,Colombia,,NATIONAL,,Podocarpus guatemalensis,Pinopsida,species,Podocarpaceae,British Honduras yellowwood,"Podocarpus allenii, Podocarpus guatemalensis allenii, Podocarpus guatemalensis pinetorum, Podocarpus pinetorum",Podocarpaceae; Res. 1912/2017 threatened flora,Podocarpus,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2687261,Colombia,,NATIONAL,,Prumnopitys harmsiana,Pinopsida,species,Podocarpaceae,Pino chaquiro,"Pectinopitys harmsiana, Podocarpus harmsianus, Podocarpus utilior, Prumnopitys harmsiana, Prumnopitys utilior, Stachycarpus harmsianus, Stachycarpus utilior",Podocarpaceae; Res. 1912/2017 threatened flora,Prumnopitys,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
2687271,Colombia,,NATIONAL,,Prumnopitys montana,Pinopsida,species,Podocarpaceae,Pino de monta<U+00F1>a,"Botryopitys densifolia, Botryopitys meridensis, Botryopitys montana, Dacrydium distichum, Nageia curvifolia, Nageia montana, Podocarpus antarcticus, Podocarpus curvifolius, Podocarpus humboldtii, Podocarpus montanus, Podocarpus montanus densifolius, Podocarpus montanus diversifolius, Podocarpus montanus meridensis, Podocarpus taxifolius, Podocarpus taxifolius communis, Podocarpus taxifolius densifolius, Prumnopitys montana, Prumnopitys montana densifolia, Prumnopitys montana diversifolia, Prumnopitys montana meridensis, Stachycarpus densifolia, Stachycarpus meridensis, Stachycarpus montanus, Stachycarpus taxifolius, Taxus montana, Torreya humboldtii, Torreya montana, Van-tieghemia densifolia, Van-tieghemia meridensis, Van-tieghemia montana",Podocarpaceae; Res. 1912/2017 threatened flora,Prumnopitys,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
4196497,Colombia,,NATIONAL,,Isidodendron tripterocarpum,Magnoliopsida,species,Trigoniaceae,Marfil,NA,Trigoniaceae; Res. 1912/2017 threatened flora,Isidodendron,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017
5284138,Colombia,,NATIONAL,,Zamia amazonum,Cycadopsida,species,Zamiaceae,Zamia sp.,Zamia amazonia,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5638624,Colombia,,NATIONAL,,Zamia amplifolia,Cycadopsida,species,Zamiaceae,Zamia de Anchicay<U+00E1>,Zamia amplifolia,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
5284183,Colombia,,NATIONAL,,Zamia chigua,Cycadopsida,species,Zamiaceae,Zamia sp.,"Aulacophyllum ortgiesii, Palmifolium chigua, Zamia lindleyana, Zamia lindleyi, Zamia princeps",Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5284129,Colombia,,NATIONAL,,Zamia disodon,Cycadopsida,species,Zamiaceae,Zamia dentada,NA,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
7447872,Colombia,,NATIONAL,,Zamia huilensis,Cycadopsida,species,Zamiaceae,Zamia sp.,NA,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5284070,Colombia,,NATIONAL,,Zamia hymenophyllidia,Cycadopsida,species,Zamiaceae,Zamia sp.,NA,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
7626332,Colombia,,NATIONAL,,Zamia incognita,Cycadopsida,species,Zamiaceae,Zamia sp.,NA,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5284086,Colombia,,NATIONAL,,Zamia lecointei,Cycadopsida,species,Zamiaceae,Zamia sp.,"Zamia jirijirimensis, Zamia obidensis, Zamia ulei lecointei",Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5284159,Colombia,,NATIONAL,,Zamia manicata,Cycadopsida,species,Zamiaceae,Zamia anillada,"Zamia madida, Zamia manicata",Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5284163,Colombia,,NATIONAL,,Zamia melanorrhachis,Cycadopsida,species,Zamiaceae,Zamia sp.,NA,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5284130,Colombia,,NATIONAL,,Zamia montana,Cycadopsida,species,Zamiaceae,Zamia de Monta<U+00F1>a,"Aulacophyllum montanum, Zamia kalbreyeri",Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
5284038,Colombia,,NATIONAL,,Zamia muricata,Cycadopsida,species,Zamiaceae,Zamia del Caribe,"Ceratozamia muricata, Encephalartos latifolius, Palmifolium latifolium, Palmifolium muricatum, Zamia gutierrezii, Zamia latifolia, Zamia media gutierrezii, Zamia muricata angustifolia, Zamia muricata muricata, Zamia muricata obtusifolia, Zamia muricata picta",Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,EN (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5284082,Colombia,,NATIONAL,,Zamia obliqua,Cycadopsida,species,Zamiaceae,Zamia sp.,Zamia obliqua,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
5284137,Colombia,,NATIONAL,,Zamia oligodonta,Cycadopsida,species,Zamiaceae,Zamia de Risaralda,NA,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
7581354,Colombia,,NATIONAL,,Zamia pyrophylla,Cycadopsida,species,Zamiaceae,Zamia sp.,NA,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
5638668,Colombia,,NATIONAL,,Zamia restrepoi,Cycadopsida,species,Zamiaceae,Zamia sp.,"Chigua bernalii, Chigua restrepoi",Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
5284178,Colombia,,NATIONAL,,Zamia roezlii,Cycadopsida,species,Zamiaceae,Zamia sp.,Aulacophyllum roezlii,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,VU (Res. 1912/2017),Collection/trade regulated,Res. 1912/2017 / CITES
7864506,Colombia,,NATIONAL,,Zamia tolimensis,Cycadopsida,species,Zamiaceae,Zamia sp.,NA,Zamiaceae; Res. 1912/2017 threatened flora,Zamia,no,,CR (Res. 1912/2017),Collection/trade prohibited,Res. 1912/2017 / CITES
